"norm","t","skst","ald","aparch-skst","NA","fix.ald","his"
"63",-0.0541383924077289,-0.0472418106814135,-0.0480458600376565,-0.0591640743207129,-0.0616510283928413,-0.0616510283928413,-0.0778712637188658,-0.0688604076382424
"64",-0.0516471638484064,-0.0451774714266375,-0.0417461595489342,-0.0512781264470988,-0.061420048615572,-0.061420048615572,-0.0778712637188658,-0.0688604076382424
"65",-0.0496672818584467,-0.0437088846310263,-0.0401399878177346,-0.0513606533688724,-0.0602461599572318,-0.0602461599572318,-0.0778712637188658,-0.0688604076382424
"66",-0.0478086226657494,-0.0428885386085266,-0.0383583627792483,-0.0487981518178209,-0.0575771983054558,-0.0575771983054558,-0.0776365214472662,-0.0688604076382424
"67",-0.0458049353414628,-0.0394041241618993,-0.0351099041131414,-0.0428031756972735,-0.0575916686248526,-0.0575916686248526,-0.0776365214472662,-0.0688604076382424
"68",-0.0458051637754459,-0.0415778178973465,-0.0463809782465424,-0.054462199819886,-0.0582522499913564,-0.0582522499913564,-0.0776365214472662,-0.0688604076382424
"69",-0.0440498879729591,-0.0385547693251673,-0.0414157257585467,-0.0506989547316668,-0.0555356570432286,-0.0555356570432286,-0.0776365214472662,-0.0688604076382424
"70",-0.0423247558228956,-0.0356114502033892,-0.0371288749926265,-0.0440578721285636,-0.0548153657654489,-0.0548153657654489,-0.0776365214472662,-0.0688604076382424
"71",-0.0411125811969506,-0.034272995954718,-0.0370592135703159,-0.046031275154483,-0.054408753153076,-0.054408753153076,-0.0775650470368192,-0.0688604076382424
"72",-0.0401767930035464,-0.0335908621370991,-0.0377734999716037,-0.048511622567216,-0.0532892079241776,-0.0532892079241776,-0.0775650470368192,-0.0688604076382424
"73",-0.0387116524154041,-0.0312320391689393,-0.0344768847262103,-0.0434832698070897,-0.0518039681712614,-0.0518039681712614,-0.0775650470368192,-0.0688604076382424
"74",-0.0377428283337125,-0.0302567375003459,-0.0341232334577173,-0.0430045258873684,-0.0504800209309304,-0.0504800209309304,-0.0775650470368192,-0.0688604076382424
"75",-0.0374074569808546,-0.0310520596973602,-0.0374671964133263,-0.0459876627448979,-0.0496034886697292,-0.0496034886697292,-0.0775650470368192,-0.0688604076382424
"76",-0.0392941898772633,-0.0380465703651434,-0.0508652144069282,-0.0592648600934191,-0.0537997603334774,-0.0537997603334774,-0.0774429450902316,-0.0684292283919162
"77",-0.0401313255287645,-0.0404246992549797,-0.0522015012079372,-0.0631441500903222,-0.0485788817311169,-0.0485788817311169,-0.0774429450902316,-0.0684292283919162
"78",-0.0386604361093652,-0.0371723958710414,-0.0440699228271937,-0.0527826855394297,-0.0523416017962501,-0.0523416017962501,-0.0774429450902316,-0.0684292283919162
"79",-0.0375942640809905,-0.035042055596593,-0.0396281903612282,-0.0489371028366869,-0.0478601844676714,-0.0478601844676714,-0.0774429450902316,-0.0684292283919162
"80",-0.0385428339997497,-0.0379908758729098,-0.0483059863911758,-0.0554949904825195,-0.0490293162644255,-0.0490293162644255,-0.0774429450902316,-0.0684292283919162
"81",-0.0371703659751755,-0.0350351463799536,-0.0412226885591687,-0.0472538228631079,-0.0482324292786237,-0.0482324292786237,-0.0775181298882048,-0.0684292283919162
"82",-0.0410934658966509,-0.0451326124931147,-0.0610266553173185,-0.0661566946088409,-0.0537683204759788,-0.0537683204759788,-0.0775181298882048,-0.0684292283919162
"83",-0.0400027322510665,-0.0421861170423069,-0.0508117046598645,-0.0598595325602547,-0.0487802403855597,-0.0487802403855597,-0.0775181298882048,-0.0684292283919162
"84",-0.0388534785585723,-0.039372202224476,-0.0439466945615283,-0.0541017116441786,-0.0509616774719079,-0.0509616774719079,-0.0775181298882048,-0.0684292283919162
"85",-0.0394254258648226,-0.0408458082491902,-0.0477967755844087,-0.0607205585472263,-0.0508688222729522,-0.0508688222729522,-0.0775181298882048,-0.0684292283919162
"86",-0.0405167239650832,-0.0432492504122631,-0.0516354293810748,-0.0672365943648205,-0.0519666792143213,-0.0519666792143213,-0.0773800463798457,-0.0684292283919162
"87",-0.0393456415018691,-0.0403899589369548,-0.045251606468465,-0.0616476795264283,-0.0499962313745523,-0.0499962313745523,-0.0773800463798457,-0.0684292283919162
"88",-0.0398358517041352,-0.0413903149400661,-0.0483206648337603,-0.0634923043236797,-0.0484328865291894,-0.0484328865291894,-0.0773800463798457,-0.0684292283919162
"89",-0.0396312339064971,-0.0407592991582942,-0.0467763669131965,-0.0621189095650885,-0.0486910957396959,-0.0486910957396959,-0.0773800463798457,-0.0684292283919162
"90",-0.0385042169958797,-0.038211575285109,-0.0422233586657479,-0.0578063974043323,-0.0489744536786239,-0.0489744536786239,-0.0773800463798457,-0.0684292283919162
"91",-0.0386750146301003,-0.0389542183700127,-0.0447644967883468,-0.061352667029744,-0.0490243215954119,-0.0490243215954119,-0.0773637997544464,-0.0684292283919162
"92",-0.0381739183211806,-0.0379825325315185,-0.0430444161813041,-0.0606838440613874,-0.048402978357459,-0.048402978357459,-0.0773637997544464,-0.0684292283919162
"93",-0.0380347471163717,-0.0377971879115789,-0.0432468450850634,-0.0598643959421748,-0.0461644484979928,-0.0461644484979928,-0.0773637997544464,-0.0684292283919162
"94",-0.0413524008818056,-0.0453825352693292,-0.0628852118972281,-0.0700811774160986,-0.046471229760287,-0.046471229760287,-0.0773637997544464,-0.0684292283919162
"95",-0.0401771870205929,-0.042270672685708,-0.0518468676985146,-0.0622526679814406,-0.0469512825741371,-0.0469512825741371,-0.0773637997544464,-0.0684292283919162
"96",-0.0408875118090792,-0.0435514850347593,-0.0526625741683469,-0.0648522833058646,-0.0450818483769224,-0.0450818483769224,-0.0773102381262629,-0.0684292283919162
"97",-0.0394794477874523,-0.0401788194919653,-0.0451410068714436,-0.0579677565600507,-0.0473817113660543,-0.0473817113660543,-0.0773102381262629,-0.0684292283919162
"98",-0.0384793615209787,-0.0379929268697278,-0.0415301441982002,-0.0557576569294052,-0.0451558449880211,-0.0451558449880211,-0.0773102381262629,-0.0684292283919162
"99",-0.0376468844409051,-0.036260277214807,-0.0390303024791691,-0.0526005764077942,-0.0445349942368126,-0.0445349942368126,-0.0773102381262629,-0.0684292283919162
"100",-0.0374201331071608,-0.0362319828794258,-0.0407695047929646,-0.055542300811635,-0.0463517489792548,-0.0463517489792548,-0.0773102381262629,-0.0684292283919162
"101",-0.0384572500991555,-0.0389353309188151,-0.0479124094853858,-0.0601275633058158,-0.0428155335012072,-0.0428155335012072,-0.0772530853620468,-0.0683550421569539
"102",-0.0488187564016166,-0.0601113300024598,-0.101429194227443,-0.0843018548048151,-0.0454891223277273,-0.0454891223277273,-0.0772530853620468,-0.0683550421569539
"103",-0.0468134189240633,-0.0543728154761271,-0.0739473336378791,-0.0721566272437477,-0.0476626108561099,-0.0476626108561099,-0.0772530853620468,-0.0683550421569539
