"norm","t","skst","ald","aparch-skst","NA","fix.ald","his"
"156",-0.0331597729668835,-0.0322306484783028,-0.0535463472877757,-0.0518534513101019,-0.0426321596778951,-0.0426321596778951,-0.0706946624919684,-0.0691817044567841
"157",-0.0340918051644735,-0.0334193673528773,-0.0535471070262298,-0.0568084910470884,-0.0427952316873746,-0.0427952316873746,-0.0706946624919684,-0.0691817044567841
"158",-0.0331556701499527,-0.0322836489919886,-0.0535448280542806,-0.0510404989192002,-0.0426153831593127,-0.0426153831593127,-0.0706946624919684,-0.0691817044567841
"159",-0.0321603784744631,-0.0310741719745175,-0.053542431528325,-0.0440491957261435,-0.0418567591771069,-0.0418567591771069,-0.0706946624919684,-0.0691817044567841
"160",-0.0312308231794255,-0.0299381225983067,-0.0535400968635722,-0.0388270436018278,-0.0416907627291725,-0.0416907627291725,-0.0706946624919684,-0.0691817044567841
"161",-0.0315239759158396,-0.0301102108084152,-0.0534622990571263,-0.0442904987924828,-0.0418639545052945,-0.0418639545052945,-0.070576343394646,-0.0691817044567841
"162",-0.0314611768140396,-0.0300633108710393,-0.0534612039137843,-0.0465012920081574,-0.0415378699265452,-0.0415378699265452,-0.070576343394646,-0.0691817044567841
"163",-0.0305821770387687,-0.0289756573226103,-0.0534589365549911,-0.0409854118891257,-0.0410162679078893,-0.0410162679078893,-0.070576343394646,-0.0691817044567841
"164",-0.0352393958557016,-0.0339700486616865,-0.053464146890743,-0.0594951990182147,-0.0405441760323146,-0.0405441760323146,-0.070576343394646,-0.0691817044567841
"165",-0.0341109762317186,-0.0326580696924868,-0.053461820844513,-0.0507431938760774,-0.0415503452428934,-0.0415503452428934,-0.070576343394646,-0.0691817044567841
"166",-0.0330679490946586,-0.0316748356511425,-0.0533907882199711,-0.0444011876074846,-0.0397818424025711,-0.0397818424025711,-0.0705607731353158,-0.0691817044567841
"167",-0.0344682225289198,-0.0333444960425292,-0.05339219960716,-0.052922509111345,-0.0424726915700546,-0.0424726915700546,-0.0705607731353158,-0.0691817044567841
"168",-0.0335368781501377,-0.0322812706200408,-0.0533902617071648,-0.0483938385213137,-0.03976230846761,-0.03976230846761,-0.0705607731353158,-0.0691817044567841
