"norm","t","skst","ald","aparch-skst","fix.ald","his"
"34",-0.0326284108536202,-0.0304345359371285,-0.0303611505128316,-0.0420079797118926,-0.0403473115376135,-0.064438491334386,-0.0580438336933135
"35",-0.0338107186655685,-0.0334816806718875,-0.0380316030868252,-0.0491430313675234,-0.0400854915849337,-0.064438491334386,-0.0580438336933135
"36",-0.0316509698183336,-0.0326224178352903,-0.035489874438125,-0.0490353897453763,-0.0400314091515253,-0.0642683550528151,-0.0580438336933135
"37",-0.030582908807244,-0.0303010717395042,-0.0315886428914307,-0.0439819310906213,-0.0396297191961272,-0.0642683550528151,-0.0580438336933135
"38",-0.0294273315792086,-0.0279427390463985,-0.0280875996679588,-0.037456134970786,-0.0392752609321724,-0.0642683550528151,-0.0580438336933135
"39",-0.0284837167327178,-0.0261602052108481,-0.0262219121063603,-0.0347591617816174,-0.0388883584395965,-0.0642683550528151,-0.0580438336933135
"40",-0.028208387295771,-0.0263337888394032,-0.0280563661324671,-0.0376199198356055,-0.0388237403713497,-0.0642683550528151,-0.0580438336933135
"41",-0.0274358016724275,-0.0251325886395807,-0.0265049515022966,-0.0364428376803803,-0.0385823382075062,-0.0640425137638629,-0.0580438336933135
"42",-0.0279015854520216,-0.0271790487971715,-0.031675042438253,-0.0415315984806128,-0.0387552596100143,-0.0640425137638629,-0.0580438336933135
"43",-0.0269300151307386,-0.0252309017068329,-0.0282976242228705,-0.0365881826747011,-0.0383959335623243,-0.0640425137638629,-0.0580438336933135
"44",-0.0268221243813789,-0.0254500568291981,-0.0291587814288667,-0.0384909552337655,-0.0380274575266593,-0.0640425137638629,-0.0580438336933135
"45",-0.0302998436850535,-0.0343405225899139,-0.0476701246203933,-0.0516580611538584,-0.0394594749959529,-0.0640425137638629,-0.0580438336933135
"46",-0.0295655049976598,-0.0346395201739263,-0.0409065683439798,-0.0480505560931929,-0.0390609687781701,-0.0641816715823277,-0.0580438336933135
"47",-0.0317552231250322,-0.0386270770391862,-0.0443384789811931,-0.0555799113153297,-0.0389460440376405,-0.0641816715823277,-0.0580438336933135
"48",-0.0400720571689328,-0.0523371511330055,-0.0649464467057341,-0.0739600498984517,-0.0399643881215843,-0.0641816715823277,-0.0580438336933135
"49",-0.0383725960787026,-0.0481723506431479,-0.0511156543565651,-0.0620714230894056,-0.0396345713346643,-0.0641816715823277,-0.0580438336933135
"50",-0.037085452980118,-0.0450164991386826,-0.0429112263198434,-0.0558807893715353,-0.0392275469392475,-0.0641816715823277,-0.0580438336933135
"51",-0.036811508347423,-0.0383643350276293,-0.0367012924587984,-0.0470630145394078,-0.0393502874836342,-0.0639321158412581,-0.0573309407875621
"52",-0.0355846884064671,-0.0354639180333011,-0.0324587516056125,-0.0434350894389836,-0.0391015583020188,-0.0639321158412581,-0.0573309407875621
"53",-0.0344864107184578,-0.0330227074732358,-0.0296251332483922,-0.0409267580765268,-0.038871551017233,-0.0639321158412581,-0.0573309407875621
"54",-0.0332860413014413,-0.0304088574656483,-0.0266763575123701,-0.0361011592896912,-0.0385530524001135,-0.0639321158412581,-0.0573309407875621
"55",-0.0328272540704732,-0.0296788524374628,-0.02833081097059,-0.0382129234836339,-0.0381826910065889,-0.0639321158412581,-0.0573309407875621
"56",-0.0310078443405644,-0.0289459449351835,-0.0293894921443317,-0.039716681090233,-0.0378182628928331,-0.0638625062791569,-0.0573309407875621
"57",-0.029839751300278,-0.0267240862078814,-0.0265061746959091,-0.0339185923366679,-0.0374914925277821,-0.0638625062791569,-0.0573309407875621
"58",-0.0290920665566622,-0.0258463033849148,-0.026303898552892,-0.0348106229855953,-0.0373561208874178,-0.0638625062791569,-0.0573309407875621
"59",-0.0286039146621845,-0.0252893597431437,-0.0269870931076329,-0.0356478279569994,-0.0369985088181157,-0.0638625062791569,-0.0573309407875621
"60",-0.0296407496341075,-0.0285024036192498,-0.0349771195709365,-0.0423854163267865,-0.0367495691211396,-0.0638625062791569,-0.0573309407875621
"61",-0.0284208202653833,-0.026815734637338,-0.0306688454909524,-0.038049567627503,-0.0364848795905408,-0.0636111910384653,-0.0573309407875621
"62",-0.0276013226791889,-0.025427116481458,-0.0283204420317521,-0.0366491711201503,-0.0363004846234436,-0.0636111910384653,-0.0573309407875621
"63",-0.0266183079587171,-0.0236039425501992,-0.0256814544119938,-0.0314316025457983,-0.0359993921588738,-0.0636111910384653,-0.0573309407875621
"64",-0.025685129891391,-0.0219705614869628,-0.0236511591550764,-0.0278819654441743,-0.0357138201277607,-0.0636111910384653,-0.0573309407875621
"65",-0.0277844643235551,-0.0287565410098346,-0.0403250287183614,-0.0406229846936281,-0.0367304095509977,-0.0636111910384653,-0.0573309407875621
"66",-0.0266938119083111,-0.0265619095700989,-0.0343905004690323,-0.0351882097380295,-0.0364350844712545,-0.0636076263154061,-0.0573309407875621
"67",-0.0258594726800618,-0.0249096063102139,-0.0304913355825127,-0.0328815040961338,-0.0361944263912645,-0.0636076263154061,-0.0573309407875621
"68",-0.0284513781268993,-0.0316235819058982,-0.042022377137977,-0.0448593755972132,-0.0373753011839874,-0.0636076263154061,-0.0573309407875621
"69",-0.0276395206743558,-0.0296509279042257,-0.0361903541681315,-0.0415354829750526,-0.0371602605057891,-0.0636076263154061,-0.0573309407875621
"70",-0.0266615957543496,-0.0274099248125216,-0.0314683026693228,-0.036175118438501,-0.0368649696570135,-0.0636076263154061,-0.0573309407875621
"71",-0.0268518266412077,-0.0311636171525132,-0.0325726932074461,-0.0393107537603945,-0.036990386041447,-0.0635746847327092,-0.0573309407875621
"72",-0.0314320534675218,-0.0404767129086584,-0.0521607731120076,-0.053878838807135,-0.0390583963531312,-0.0635746847327092,-0.0573309407875621
"73",-0.0302858420800001,-0.0374855745384302,-0.0426891341478488,-0.0475834248997852,-0.0386868380234218,-0.0635746847327092,-0.0573309407875621
"74",-0.0291714410484627,-0.0347829549213623,-0.0360778785709517,-0.0418856741644127,-0.0383290851806634,-0.0635746847327092,-0.0573309407875621
"75",-0.0285684675048057,-0.0329846912616284,-0.0328765752315828,-0.0415619754618905,-0.0379598684678053,-0.0635746847327092,-0.0573309407875621
"76",-0.0305199666955579,-0.034469756049929,-0.0420033309647973,-0.0501855377829503,-0.0381274329814492,-0.0635071024846252,-0.0565349895272772
"77",-0.0314109488128216,-0.0360826581665264,-0.0417114503376693,-0.0546652405630103,-0.0378876553476426,-0.0635071024846252,-0.0565349895272772
"78",-0.03023176852993,-0.0331735646746441,-0.0354433397101594,-0.0467905152058779,-0.037587666606107,-0.0635071024846252,-0.0565349895272772
"79",-0.0299561131903601,-0.032521027857523,-0.0340185561821329,-0.0474325611544574,-0.0372433853302583,-0.0635071024846252,-0.0565349895272772
"80",-0.0289297376071281,-0.0301602597017401,-0.0302718402200097,-0.0423070423879751,-0.0369805607619554,-0.0635071024846252,-0.0565349895272772
"81",-0.0296422630838637,-0.0317607311034838,-0.0357016431254375,-0.047025178652129,-0.0373671381868101,-0.0634758661941162,-0.0565349895272772
"82",-0.0323297037015396,-0.0372280148619189,-0.0465068589087538,-0.0563555818929689,-0.0386878815492165,-0.0634758661941162,-0.0565349895272772
"83",-0.0310769322911433,-0.0341662888549047,-0.0387222896440391,-0.0480750809412266,-0.0383391504527397,-0.0634758661941162,-0.0565349895272772
"84",-0.0299068154690342,-0.0314606268333996,-0.0332725057111528,-0.0413393185228629,-0.0380243853694481,-0.0634758661941162,-0.0565349895272772
"85",-0.02950553378708,-0.0305791474007444,-0.0323332947692424,-0.0419148541444713,-0.0379427086027761,-0.0634758661941162,-0.0565349895272772
"86",-0.0289386453558013,-0.0293588713707204,-0.0313269043056048,-0.0410907517431398,-0.0377939442604168,-0.0633003393542807,-0.0565349895272772
"87",-0.0279056227057118,-0.0272064763445145,-0.027936355320504,-0.0359554066121331,-0.0374919953162593,-0.0633003393542807,-0.0565349895272772
"88",-0.0278042825677171,-0.0274806161861871,-0.0285299875036811,-0.0397135402767636,-0.0371561413425028,-0.0633003393542807,-0.0565349895272772
"89",-0.0268308354494389,-0.0255259339690557,-0.0258842010077417,-0.0347974175353939,-0.0368640538168474,-0.0633003393542807,-0.0565349895272772
"90",-0.0258839164256649,-0.0237240095301187,-0.0236624693364238,-0.0309253139306817,-0.0365522777838098,-0.0633003393542807,-0.0565349895272772
"91",-0.0260607587154048,-0.0248401356894443,-0.028008876759806,-0.0349519897532902,-0.0365844567202143,-0.0632241042594877,-0.0565349895272772
"92",-0.0257210512943264,-0.0245364760582227,-0.0277607860995493,-0.0354811812802859,-0.0364501932439817,-0.0632241042594877,-0.0565349895272772
"93",-0.0258185804770135,-0.0251980446499252,-0.0287164024546933,-0.0393879287697778,-0.0361365856542365,-0.0632241042594877,-0.0565349895272772
"94",-0.0315964498892106,-0.0381217508908635,-0.0523638877547094,-0.0572691660311239,-0.0365053009962244,-0.0632241042594877,-0.0565349895272772
"95",-0.030588271865521,-0.035297476313048,-0.0432113242513816,-0.0509224894759678,-0.0362944147372031,-0.0632241042594877,-0.0565349895272772
"96",-0.0297823343032395,-0.033327683943886,-0.0373455664150966,-0.0483811260285647,-0.0359568087423794,-0.063110731249371,-0.0565349895272772
"97",-0.0298222433451082,-0.0330680924589254,-0.0362678435277993,-0.0491725573789727,-0.036119023696308,-0.063110731249371,-0.0565349895272772
"98",-0.0287842459231531,-0.0305891812506356,-0.0317075597072832,-0.0440808870547457,-0.0357961376863865,-0.063110731249371,-0.0565349895272772
"99",-0.0280983026382141,-0.0290544688406579,-0.0295372981204743,-0.0426192674562271,-0.0354670934359434,-0.063110731249371,-0.0565349895272772
"100",-0.0278504505527095,-0.0286211394236329,-0.0299799130880875,-0.0429735512713998,-0.0354639903967186,-0.063110731249371,-0.0565349895272772
"101",-0.0272288131563003,-0.0273631649785485,-0.0278305287856065,-0.0417305627730769,-0.034714525575619,-0.0630797561223769,-0.055933724852304
"102",-0.0316831440349356,-0.0373827780215585,-0.0490607198962513,-0.0562937071888299,-0.035056784553862,-0.0630797561223769,-0.055933724852304
"103",-0.0312173781684352,-0.0357438548508006,-0.0424627698049125,-0.05416153613133,-0.034769338207236,-0.0630797561223769,-0.055933724852304
"104",-0.0301209861060452,-0.0329942238507796,-0.0361177649338713,-0.0477616824966738,-0.0344782655253494,-0.0630797561223769,-0.055933724852304
"105",-0.0292957856394846,-0.0310215749570763,-0.0322663807834171,-0.0446724979632186,-0.0343438703880398,-0.0630797561223769,-0.055933724852304
"106",-0.0289383523595346,-0.0296831002359973,-0.031210887549953,-0.0439438425631994,-0.0340684685306937,-0.0630583351411194,-0.055933724852304
"107",-0.0288606536390068,-0.0294990418580678,-0.031464337920681,-0.0448036148210788,-0.0338102926799062,-0.0630583351411194,-0.055933724852304
"108",-0.0284485396510035,-0.0288532375390229,-0.0308253523577016,-0.0447485223260624,-0.0338133472353005,-0.0630583351411194,-0.055933724852304
"109",-0.0288612171689573,-0.0297993699763715,-0.0329680849589336,-0.0471677827531083,-0.0336014061744965,-0.0630583351411194,-0.055933724852304
"110",-0.0278253422779813,-0.0275892886162911,-0.0291152780468401,-0.0414108291520876,-0.0333864240700873,-0.0630583351411194,-0.055933724852304
"111",-0.0284559660289757,-0.029530257516109,-0.033710233712129,-0.046243146036263,-0.0338004363703238,-0.0630008115936101,-0.055933724852304
"112",-0.0311763452224403,-0.0357604747811956,-0.0451938165787514,-0.055614564934597,-0.0352126867057564,-0.0630008115936101,-0.055933724852304
"113",-0.034723639841113,-0.0422924556902295,-0.0524297780451489,-0.0653117802383476,-0.0372037485782478,-0.0630008115936101,-0.055933724852304
"114",-0.033433463630767,-0.0386983709836986,-0.0430264938891099,-0.0567195697202738,-0.0368670321720027,-0.0630008115936101,-0.055933724852304
"115",-0.0321945991496141,-0.035501207680652,-0.0363990254845265,-0.0496657095549749,-0.0365390736734326,-0.0630008115936101,-0.055933724852304
"116",-0.0311550588674331,-0.0331690631451923,-0.0322692839876061,-0.0447373101195112,-0.0362094891600843,-0.062905609848726,-0.055933724852304
"117",-0.0308761760547961,-0.0327049631709727,-0.0321899607100716,-0.0453775065952675,-0.0359122180929008,-0.062905609848726,-0.055933724852304
"118",-0.0297249078107677,-0.0301826707799564,-0.0285864078394733,-0.0400577690709869,-0.0356542953312771,-0.062905609848726,-0.055933724852304
"119",-0.0294673030587128,-0.0297996625947501,-0.030304784545027,-0.0422469719726827,-0.0356773828859871,-0.062905609848726,-0.055933724852304
"120",-0.0284873870904074,-0.0278833513549182,-0.0274977458443781,-0.0381942403008581,-0.0353687262321697,-0.062905609848726,-0.055933724852304
"121",-0.0274402546557157,-0.0255395156886063,-0.0251314535114727,-0.0336284678897146,-0.0351059728810693,-0.0628997444981191,-0.055933724852304
"122",-0.0384936642257274,-0.0499277459077132,-0.104384243419213,-0.0647653993942623,-0.0400228518649291,-0.0628997444981191,-0.055933724852304
"123",-0.0368678759107817,-0.0452379403189958,-0.0771239273030628,-0.0543231827612008,-0.0396604678713341,-0.0628997444981191,-0.055933724852304
"124",-0.0353525680382012,-0.0411638718190061,-0.0598138612616776,-0.0466069754613487,-0.0393367080986825,-0.0628997444981191,-0.055933724852304
"125",-0.0349951924103614,-0.03972223306204,-0.0503623526064121,-0.0488197840403233,-0.0390075114443088,-0.0628997444981191,-0.055933724852304
"126",-0.0340609245471542,-0.0373086514917772,-0.0438585877332238,-0.0471509779869639,-0.0390271500177363,-0.0628698751212694,-0.0556381582334759
"127",-0.0336167383062786,-0.036184402136541,-0.0397738109073353,-0.0483149022004849,-0.0387007947052526,-0.0628698751212694,-0.0556381582334759
"128",-0.0322843529457849,-0.0331972944318676,-0.0340508481579576,-0.041345789745944,-0.038372945072405,-0.0628698751212694,-0.0556381582334759
"129",-0.0310463016033677,-0.0305859669136899,-0.0301620014208963,-0.0365186151446026,-0.0380796452835497,-0.0628698751212694,-0.0556381582334759
"130",-0.0319551053280626,-0.0331626845199014,-0.0388353768003024,-0.0447136824494391,-0.038553792141395,-0.0628698751212694,-0.0556381582334759
"131",-0.0390657628999137,-0.0479114145953446,-0.0712904421001626,-0.0664288607162161,-0.0393948314489896,-0.0627008524268163,-0.0556381582334759
"132",-0.038103654046868,-0.0448193024106438,-0.0569259279098493,-0.0620743130425762,-0.0390469822709485,-0.0627008524268163,-0.0556381582334759
"133",-0.0364935846191473,-0.040763070242966,-0.0460960980490025,-0.0516106486456134,-0.0387188046364403,-0.0627008524268163,-0.0556381582334759
"134",-0.0350017473413791,-0.0372466575013667,-0.0388687695913638,-0.044656137960546,-0.0384237281607382,-0.0627008524268163,-0.0556381582334759
"135",-0.0342005239572436,-0.035487873375947,-0.0365408115603438,-0.0449250878065489,-0.0383596856357812,-0.0627008524268163,-0.0556381582334759
"136",-0.0328623232684065,-0.0326230286994402,-0.0319087677287008,-0.0398350761918835,-0.0380785826236439,-0.0625440409558424,-0.0556381582334759
"137",-0.031720530514536,-0.0303915071300335,-0.0295372370895314,-0.0372782559713345,-0.0378379743557622,-0.0625440409558424,-0.0556381582334759
"138",-0.0310077707028439,-0.0293115017580416,-0.0288305563360886,-0.0382481343303347,-0.0375006162201263,-0.0625440409558424,-0.0556381582334759
"139",-0.0301682320771798,-0.0279492986622715,-0.0274719647685957,-0.0375916661288525,-0.0371643065567705,-0.0625440409558424,-0.0556381582334759
"140",-0.0296084151287909,-0.0273654279691206,-0.0288639177951521,-0.0387028970356979,-0.0370766632168498,-0.0625440409558424,-0.0556381582334759
"141",-0.0291092545672359,-0.0273139750996258,-0.028364523601279,-0.039547230993537,-0.0367552534832719,-0.0624566259542231,-0.0556381582334759
"142",-0.0324349508541228,-0.0362767234983695,-0.0495593013251793,-0.0526894582036249,-0.0368704248262773,-0.0624566259542231,-0.0556381582334759
"143",-0.0312798653562964,-0.0335584479010882,-0.0409935640242292,-0.0464980055523579,-0.0365515813198468,-0.0624566259542231,-0.0556381582334759
"144",-0.0321353214679263,-0.0354796640918919,-0.0414247578124041,-0.0512412844065673,-0.0363675823766409,-0.0624566259542231,-0.0556381582334759
"145",-0.0309048994864278,-0.0326220659377261,-0.0355119384789981,-0.0444979986508098,-0.0361146298045027,-0.0624566259542231,-0.0556381582334759
"146",-0.0296570095785495,-0.0290284141814027,-0.0306285569995057,-0.0376174316027814,-0.035836115362823,-0.0622463670464315,-0.0556381582334759
"147",-0.0307876497257326,-0.032277495109478,-0.0385740731975876,-0.0460229067896942,-0.0364947717288978,-0.0622463670464315,-0.0556381582334759
"148",-0.0296398268204305,-0.0297333224162103,-0.0331725513618787,-0.039847470654762,-0.036195788503092,-0.0622463670464315,-0.0556381582334759
"149",-0.0286142040467816,-0.027663876331148,-0.0297012479024396,-0.0366472762468513,-0.0359657004963647,-0.0622463670464315,-0.0556381582334759
"150",-0.0275590887454386,-0.0255883173657479,-0.026681673689416,-0.0320323508997133,-0.0357000482938469,-0.0622463670464315,-0.0556381582334759
"151",-0.0294666951574635,-0.0311816742164942,-0.0411349486206067,-0.0435428581201516,-0.0366222439665161,-0.0624099033764421,-0.0555463942917406
"152",-0.0284991410078992,-0.0291005014727755,-0.0352199883426515,-0.0394632530964814,-0.0362943931729263,-0.0624099033764421,-0.0555463942917406
"153",-0.0275208252420134,-0.0270620313109107,-0.0313239774912308,-0.0359748640448524,-0.0360417777653101,-0.0624099033764421,-0.0555463942917406
"154",-0.026810172706172,-0.0257492706714577,-0.0295935221379051,-0.035263113956807,-0.0358623803766108,-0.0624099033764421,-0.0555463942917406
"155",-0.0270728452774758,-0.0268527191081629,-0.0328403023005098,-0.039496366751388,-0.0360104787203522,-0.0624099033764421,-0.0555463942917406
"156",-0.0294746239975268,-0.0325862076454609,-0.0426268088205138,-0.0487913188580258,-0.0370300188746096,-0.0622019180466679,-0.0555463942917406
"157",-0.0291887456941769,-0.0317600340450625,-0.0388938246239436,-0.0487288424029631,-0.0367139213295541,-0.0622019180466679,-0.0555463942917406
"158",-0.0282112520920734,-0.0295045832231217,-0.0339617224942311,-0.0437698587053969,-0.036386391771293,-0.0622019180466679,-0.0555463942917406
"159",-0.0271835332598106,-0.0272636140536363,-0.0300706327957268,-0.0377247814082997,-0.0360859858244112,-0.0622019180466679,-0.0555463942917406
"160",-0.0262112226884208,-0.0252636550024388,-0.0271797954008726,-0.0326881814512303,-0.0357921734923939,-0.0622019180466679,-0.0555463942917406
"161",-0.0262527639559449,-0.0257982153826482,-0.0296762805620452,-0.0360028373654315,-0.0358347699027563,-0.0617117570702476,-0.0555463942917406
"162",-0.0254224790595312,-0.0241376903467013,-0.0273875211005554,-0.0328295791534746,-0.0355242076434871,-0.0617117570702476,-0.0555463942917406
"163",-0.0245890930074319,-0.0225684919430874,-0.0254178314443561,-0.0302702612386171,-0.0352697232591983,-0.0617117570702476,-0.0555463942917406
"164",-0.0302230809754092,-0.0362210072276808,-0.0677366717568144,-0.0492522090114073,-0.0355980458768052,-0.0617117570702476,-0.0555463942917406
"165",-0.0290840597108397,-0.0331956063334496,-0.0534663712799644,-0.0423267084279142,-0.0353299552742518,-0.0617117570702476,-0.0555463942917406
"166",-0.0279729896465533,-0.0311066632717161,-0.0396072680893577,-0.0372015844705159,-0.0350707711995337,-0.0617116276541769,-0.0555463942917406
"167",-0.0284342196822044,-0.0317342234310105,-0.039457440147986,-0.0421477293997191,-0.0353786354940296,-0.0617116276541769,-0.0555463942917406
"168",-0.0273955277220903,-0.0292834881738779,-0.0338042658094693,-0.0365347957245026,-0.0350921960008317,-0.0617116276541769,-0.0555463942917406
"169",-0.027736319597553,-0.0299173539729402,-0.0356297842272433,-0.0409405097294185,-0.035313075540068,-0.0617116276541769,-0.0555463942917406
"170",-0.0267578538658609,-0.0277244732406107,-0.0310489565195203,-0.0361584252668945,-0.0350201154405681,-0.0617116276541769,-0.0555463942917406
"171",-0.0267024523329699,-0.0274974987156382,-0.0308617520292493,-0.0381375888592347,-0.0347419532671541,-0.0618844596676359,-0.0555463942917406
"172",-0.0257847828850646,-0.0255292419636382,-0.0279121596651467,-0.0342385159848754,-0.0344978742420784,-0.0618844596676359,-0.0555463942917406
"173",-0.025459358540405,-0.0250664719695855,-0.0274058565385822,-0.0350087398906103,-0.0342087315419245,-0.0618844596676359,-0.0555463942917406
"174",-0.0247375414865326,-0.023666362889903,-0.0253752962644408,-0.0325634156359353,-0.0339216012793526,-0.0618844596676359,-0.0555463942917406
"175",-0.0240324267244269,-0.0223787333571027,-0.0244735151444434,-0.0313342909807934,-0.0337266537205694,-0.0618844596676359,-0.0555463942917406
"176",-0.0240431675353708,-0.0257070001431897,-0.0261677623630487,-0.0336539292642696,-0.0327542832052526,-0.0613980138895464,-0.0554905523363739
"177",-0.0235209256890926,-0.0249562009914555,-0.0254348444163482,-0.0333920449739344,-0.032607605238137,-0.0613980138895464,-0.0554905523363739
"178",-0.0227438256777359,-0.0235932573932875,-0.0234610674981172,-0.0295752134711193,-0.0323826567427478,-0.0613980138895464,-0.0554905523363739
"179",-0.0220046479451724,-0.0223427492696158,-0.0219187578542905,-0.0262373891303906,-0.0321588479217096,-0.0613980138895464,-0.0554905523363739
"180",-0.0219421984789565,-0.022787294802696,-0.0242380495838275,-0.0291801348196224,-0.0321053152276907,-0.0613980138895464,-0.0554905523363739
"181",-0.0222243324772998,-0.0219216324850971,-0.0252326392334994,-0.0328192027177103,-0.0318729811319013,-0.0613558296628336,-0.0554905523363739
"182",-0.0219176795762385,-0.0214787633020323,-0.025603256391861,-0.0330215542683666,-0.0317666646587559,-0.0613558296628336,-0.0554905523363739
"183",-0.0212218597086961,-0.0201556164230291,-0.023279735077937,-0.0287527738544495,-0.0315455916591111,-0.0613558296628336,-0.0554905523363739
"184",-0.0224936430656752,-0.0239108397166493,-0.0284113588060485,-0.0354242073123606,-0.0313944092995631,-0.0613558296628336,-0.0554905523363739
"185",-0.0217908594174199,-0.0224070782685239,-0.0253538391190704,-0.0310829102830753,-0.0311711398803253,-0.0613558296628336,-0.0554905523363739
"186",-0.021104439320367,-0.0199543410307784,-0.0239236893773298,-0.0285088287787673,-0.0309830829609433,-0.0612828549617914,-0.0554905523363739
"187",-0.0218517367428296,-0.0219889207509602,-0.0274263212709163,-0.0332368399063058,-0.0307971457055902,-0.0612828549617914,-0.0554905523363739
"188",-0.0220091120653367,-0.0223832460843945,-0.0274528631735235,-0.0346851852411829,-0.0305796123239215,-0.0612828549617914,-0.0554905523363739
"189",-0.0225934794118826,-0.0239361796686199,-0.0300318196995254,-0.0387175344840347,-0.0307850134503296,-0.0612828549617914,-0.0554905523363739
"190",-0.0222704774268126,-0.0232291327265491,-0.0283117853512486,-0.0379248959938023,-0.03070879565475,-0.0612828549617914,-0.0554905523363739
"191",-0.0253870990362707,-0.0318317930909698,-0.0406205546831335,-0.0477346980478697,-0.0318645535003759,-0.0611748270600554,-0.0554905523363739
"192",-0.0245375578568595,-0.0298606741903636,-0.0344490486820119,-0.0411121913394414,-0.0316297810605907,-0.0611748270600554,-0.0554905523363739
