"norm","t","skst","ald","aparch.t","fix.ald","his"
"47",-0.0277343617946902,-0.0329682450821901,-0.0378440063131059,-0.0442174030467868,-0.0299141709802704,-0.0510391569625256,-0.0561367023825455
"48",-0.0349939057281711,-0.044672143644841,-0.0554661413980662,-0.0588372582569718,-0.0306086635463087,-0.0510391569625256,-0.0561367023825455
"49",-0.0335104912001614,-0.0411167724533063,-0.0436452993361485,-0.0493826111778617,-0.0303631221937176,-0.0510391569625256,-0.0561367023825455
"50",-0.032386978115311,-0.0384227121853386,-0.0366178724146195,-0.0444358913227916,-0.0300339024803239,-0.0510391569625256,-0.0561367023825455
"51",-0.0321376480577284,-0.0327260395024475,-0.0313501806337555,-0.0374255469068885,-0.0299432525517124,-0.0508420897444493,-0.0560135194269373
"52",-0.0310667894578299,-0.0302500059746682,-0.0277335266707448,-0.0345572596415877,-0.02976834121087,-0.0508420897444493,-0.0560135194269373
"53",-0.0301081319824997,-0.0281659886740833,-0.0253206152649263,-0.0325820641592145,-0.0296086191002704,-0.0508420897444493,-0.0560135194269373
"54",-0.0290603613436676,-0.0259345921997043,-0.0228013495571816,-0.0287621514871716,-0.0293711769345358,-0.0508420897444493,-0.0560135194269373
"55",-0.0286598981335384,-0.0253114001108532,-0.0242037927658751,-0.0304147833958268,-0.0290652292866802,-0.0508420897444493,-0.0560135194269373
"56",-0.0270938272379421,-0.0246748063937773,-0.0250939987876696,-0.031586573459208,-0.0287641555153497,-0.0507863220702272,-0.0560135194269373
"57",-0.0260742297926171,-0.0227780457860758,-0.0226287292985268,-0.0269434181973338,-0.0285156775650079,-0.0507863220702272,-0.0560135194269373
"58",-0.0254215956032103,-0.0220286984669771,-0.0224668928200687,-0.0276834005489945,-0.0284324263691089,-0.0507863220702272,-0.0560135194269373
"59",-0.0249955007568461,-0.0215532457536968,-0.0230389096530408,-0.0283211236819625,-0.0281407350392153,-0.0507863220702272,-0.0560135194269373
"60",-0.0259005265143294,-0.0242961631949036,-0.0298562511888866,-0.0336592784151435,-0.0279140202269038,-0.0507863220702272,-0.0560135194269373
"61",-0.0248246303131889,-0.0228827314004968,-0.0261788016416316,-0.0302285654470325,-0.0277215057380018,-0.0505906490675827,-0.0560135194269373
"62",-0.0241093125974623,-0.0216972931029641,-0.0241822223490767,-0.0291396165266633,-0.027597033807903,-0.0505906490675827,-0.0560135194269373
"63",-0.0232512651105394,-0.0201408823704486,-0.0219251746783852,-0.0249567674472928,-0.0273684344551961,-0.0505906490675827,-0.0560135194269373
"64",-0.0224367187168329,-0.0187464943893999,-0.0201907850405087,-0.0221615424379706,-0.0271540606113831,-0.0505906490675827,-0.0560135194269373
"65",-0.0242691720832124,-0.0245395628284244,-0.0344287861696598,-0.0323445769026875,-0.0279763205937587,-0.0505906490675827,-0.0560135194269373
"66",-0.023309070889234,-0.0226445496246542,-0.029363643876017,-0.0280422857031226,-0.0277542345371243,-0.0505949236906808,-0.0560135194269373
"67",-0.0225807982976527,-0.0212340082181162,-0.0260396149695154,-0.0262320740148425,-0.0275810719247977,-0.0505949236906808,-0.0560135194269373
"68",-0.0248432038432515,-0.0269656077435312,-0.0358961201705108,-0.0358007149770856,-0.0285306161852658,-0.0505949236906808,-0.0560135194269373
"69",-0.0241345549976267,-0.0252815887031489,-0.0309215101288026,-0.0331734074279666,-0.0283800108077495,-0.0505949236906808,-0.0560135194269373
"70",-0.0232809502625848,-0.0233684848984343,-0.026887165052608,-0.0289253192022443,-0.0281582061720029,-0.0505949236906808,-0.0560135194269373
"71",-0.023451998044971,-0.0264541921159589,-0.0278079374137449,-0.0314563745632768,-0.0282818912289258,-0.0505671340873658,-0.0560135194269373
